id,full_name,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,Position,Height (in),Wing Span (in)
1641764,Brandin Podziemski,2024-25,00,1610612744,GSW,22.0,64,33,1716,280,629,0.445,115,309,0.372,72,95,0.758,65,260,325,220,69,13,75,95,747,SG,76,78
1627751,Jakob Poeltl,2024-25,00,1610612761,TOR,29.0,57,56,1686,363,579,0.627,1,3,0.333,97,144,0.674,189,358,547,158,66,71,111,176,824,C,84,87
1629673,Jordan Poole,2024-25,00,1610612764,WAS,26.0,68,68,2001,457,1057,0.432,235,622,0.378,242,274,0.883,31,172,203,303,86,27,204,201,1391,SG,76,80
1641854,Craig Porter Jr.,2024-25,00,1610612739,CLE,25.0,51,1,513,72,140,0.514,21,48,0.438,23,32,0.719,19,48,67,71,17,15,38,25,188,PG,73,76
1629008,Michael Porter Jr.,2024-25,00,1610612743,DEN,27.0,77,77,2593,528,1048,0.504,193,489,0.395,149,194,0.768,138,402,540,165,50,38,104,157,1398,PF,82,84
1626171,Bobby Portis,2024-25,00,1610612749,MIL,30.0,49,7,1244,277,595,0.466,65,178,0.365,61,73,0.836,90,321,411,104,35,26,57,94,680,PF,81,86
204001,Kristaps Porziņģis,2024-25,00,1610612738,BOS,29.0,42,42,1210,277,574,0.483,103,250,0.412,161,199,0.809,68,216,284,87,31,63,53,116,818,C,86,90
203939,Dwight Powell,2024-25,00,1610612742,DAL,33.0,55,3,551,42,61,0.689,2,5,0.4,28,43,0.651,47,71,118,55,18,21,18,75,114,C,81,84
1626181,Norman Powell,2024-25,00,1610612746,LAC,32.0,60,60,1958,457,945,0.484,179,428,0.418,213,265,0.804,21,169,190,125,73,9,108,114,1306,SG,75,82
1627752,Taurean Prince,2024-25,00,1610612749,MIL,31.0,80,73,2166,235,514,0.457,147,335,0.439,39,48,0.813,34,253,287,155,76,15,82,165,656,SF,78,81
1630202,Payton Pritchard,2024-25,00,1610612738,BOS,27.0,80,3,2271,409,866,0.472,255,626,0.407,71,84,0.845,102,205,307,279,70,14,83,118,1144,PG,73,76
1641765,Olivier-Maxence Prosper,2024-25,00,1610612742,DAL,22.0,52,4,584,70,174,0.402,12,51,0.235,49,76,0.645,44,82,126,40,26,6,14,28,201,PF,79,85
1629674,Neemias Queta,2024-25,00,1610612738,BOS,25.0,62,6,863,132,203,0.65,0,3,0.0,46,61,0.754,89,147,236,45,18,42,40,106,310,C,83,88
1630193,Immanuel Quickley,2024-25,00,1610612761,TOR,26.0,33,33,918,184,438,0.42,85,225,0.378,111,128,0.867,16,101,117,191,23,4,58,61,564,PG,74,80
203944,Julius Randle,2024-25,00,1610612750,MIN,30.0,69,69,2226,455,939,0.485,108,314,0.344,270,335,0.806,144,343,487,323,47,16,196,175,1288,PF,80,84
1641871,Duop Reath,2024-25,00,1610612757,POR,29.0,46,0,469,70,166,0.422,34,106,0.321,20,22,0.909,44,48,92,26,12,14,16,41,194,C,81,85
1630559,Austin Reaves,2024-25,00,1610612747,LAL,27.0,73,73,2550,477,1037,0.46,200,531,0.377,321,366,0.877,61,268,329,421,81,22,177,151,1475,SG,77,79
1629629,Cam Reddish,2024-25,00,1610612747,LAL,25.0,33,8,589,38,94,0.404,13,47,0.277,16,26,0.615,17,49,66,22,33,10,12,43,105,SF,79,84
1630194,Paul Reed,2024-25,00,1610612765,DET,26.0,45,0,438,72,142,0.507,8,28,0.286,32,42,0.762,40,83,123,44,39,25,26,75,184,PF,81,85
1629675,Naz Reid,2024-25,00,1610612750,MIN,25.0,80,17,2200,426,923,0.462,175,462,0.379,111,143,0.776,92,388,480,181,58,72,108,189,1138,C,81,87
1630208,Nick Richards,2024-25,00,1610612766,CHA,27.0,21,9,440,64,114,0.561,0,1,0.0,59,87,0.678,51,107,158,28,7,26,33,48,187,C,82,86
1630208,Nick Richards,2024-25,00,1610612756,PHX,27.0,36,34,816,141,233,0.605,0,1,0.0,60,73,0.822,97,211,308,21,7,29,48,93,342,C,82,86
1630208,Nick Richards,2024-25,00,0,TOT,27.0,57,43,1256,205,347,0.591,0,2,0.0,119,160,0.744,148,318,466,49,14,55,81,141,529,C,82,86
1626196,Josh Richardson,2024-25,00,1610612748,MIA,31.0,8,0,149,11,38,0.289,6,22,0.273,4,4,1.0,6,6,12,12,8,1,8,17,32,SF,77,82
1642258,Zaccharie Risacher,2024-25,00,1610612737,ATL,20.0,75,73,1843,357,779,0.458,122,344,0.355,106,149,0.711,86,182,268,92,52,37,92,149,942,SF,80,82
1631115,Orlando Robinson,2024-25,00,1610612758,SAC,24.0,9,0,57,7,17,0.412,1,5,0.2,4,7,0.571,3,11,14,9,3,1,4,6,19,C,82,88
1631115,Orlando Robinson,2024-25,00,1610612761,TOR,24.0,35,8,713,109,244,0.447,16,47,0.34,50,63,0.794,86,120,206,68,14,15,45,94,284,C,82,88
1631115,Orlando Robinson,2024-25,00,0,TOT,24.0,44,8,770,116,261,0.444,17,52,0.327,54,70,0.771,89,131,220,77,17,16,49,100,303,C,82,88
1630526,Jeremiah Robinson-Earl,2024-25,00,1610612740,NOP,24.0,66,9,1239,158,347,0.455,56,164,0.341,46,55,0.836,110,205,315,88,39,7,51,79,418,PF,80,82
1631223,David Roddy,2024-25,00,1610612737,ATL,24.0,27,3,346,44,93,0.473,16,43,0.372,18,22,0.818,11,59,70,30,12,8,20,18,122,PF,77,83
1631223,David Roddy,2024-25,00,1610612755,PHI,24.0,3,0,29,8,19,0.421,2,11,0.182,0,0,0.0,2,7,9,3,2,0,1,1,18,PF,77,83
1631223,David Roddy,2024-25,00,1610612745,HOU,24.0,3,0,35,5,13,0.385,1,7,0.143,2,4,0.5,0,5,5,2,0,1,1,1,13,PF,77,83
1631223,David Roddy,2024-25,00,0,TOT,24.0,33,3,410,57,125,0.456,19,61,0.311,20,26,0.769,13,71,84,35,14,9,22,20,153,PF,77,83
1631157,Ryan Rollins,2024-25,00,1610612749,MIL,22.0,56,19,820,132,271,0.487,49,120,0.408,36,45,0.8,21,87,108,104,42,17,53,88,349,PG,74,82
1626179,Terry Rozier,2024-25,00,1610612748,MIA,31.0,64,23,1658,248,635,0.391,91,308,0.295,92,108,0.852,44,194,238,167,37,14,78,73,679,PG,73,80
1626156,D'Angelo Russell,2024-25,00,1610612747,LAL,29.0,29,10,763,129,311,0.415,56,168,0.333,45,53,0.849,8,72,80,136,23,4,50,53,359,PG,75,81
1626156,D'Angelo Russell,2024-25,00,1610612751,BKN,29.0,29,26,717,120,327,0.367,57,192,0.297,76,92,0.826,12,70,82,161,33,19,58,62,373,PG,75,81
1626156,D'Angelo Russell,2024-25,00,0,TOT,29.0,58,36,1480,249,638,0.39,113,360,0.314,121,145,0.834,20,142,162,297,56,23,108,115,732,PG,75,81
1627734,Domantas Sabonis,2024-25,00,1610612758,SAC,29.0,70,70,2429,527,893,0.59,65,156,0.417,218,289,0.754,267,705,972,423,48,26,202,229,1337,C,82,83
1642275,Tidjane Salaün,2024-25,00,1610612766,CHA,19.0,60,10,1244,114,345,0.33,58,205,0.283,67,94,0.713,70,210,280,74,29,14,58,84,353,PF,81,84
1642259,Alex Sarr,2024-25,00,1610612764,WAS,20.0,67,67,1814,326,828,0.394,105,341,0.308,112,165,0.679,124,311,435,161,44,101,114,146,869,PF,84,88
1631204,Marcus Sasser,2024-25,00,1610612765,DET,24.0,57,1,811,137,296,0.463,58,152,0.382,43,51,0.843,18,51,69,133,37,4,54,72,375,PG,73,79
1631248,Baylor Scheierman,2024-25,00,1610612738,BOS,24.0,31,2,384,39,110,0.355,26,82,0.317,9,12,0.75,19,46,65,33,17,2,12,22,113,SG,78,80
203471,Dennis Schröder,2024-25,00,1610612751,BKN,31.0,23,23,772,147,325,0.452,58,150,0.387,72,81,0.889,4,64,68,152,26,4,59,56,424,PG,73,80
203471,Dennis Schröder,2024-25,00,1610612744,GSW,31.0,24,18,628,94,251,0.375,37,115,0.322,29,39,0.744,10,46,56,105,25,3,48,67,254,PG,73,80
203471,Dennis Schröder,2024-25,00,1610612765,DET,31.0,28,8,705,95,251,0.378,32,106,0.302,80,96,0.833,13,61,74,147,15,5,35,57,302,PG,73,80
203471,Dennis Schröder,2024-25,00,0,TOT,31.0,75,49,2105,336,827,0.406,127,371,0.342,181,216,0.838,27,171,198,404,66,12,142,180,980,PG,73,80
1630578,Alperen Sengun,2024-25,00,1610612745,HOU,22.0,76,76,2395,567,1143,0.496,21,90,0.233,296,428,0.692,262,524,786,372,84,61,194,209,1451,C,82,84
1641729,Brice Sensabaugh,2024-25,00,1610612762,UTA,21.0,71,15,1432,275,599,0.459,157,372,0.422,65,73,0.89,42,168,210,110,46,8,107,111,772,SF,78,83
1629012,Collin Sexton,2024-25,00,1610612762,UTA,26.0,63,61,1758,416,867,0.48,110,271,0.406,217,251,0.865,60,111,171,264,47,6,160,144,1159,PG,73,79
1629013,Landry Shamet,2024-25,00,1610612752,NYK,28.0,50,0,762,106,230,0.461,62,156,0.397,12,18,0.667,11,50,61,27,23,2,22,52,286,SG,76,79
1630545,Terrence Shannon Jr.,2024-25,00,1610612750,MIN,24.0,32,1,339,55,114,0.482,11,31,0.355,17,21,0.81,10,37,47,32,7,5,15,27,138,SG,78,81
1630549,Day'Ron Sharpe,2024-25,00,1610612751,BKN,23.0,50,2,907,165,317,0.521,11,45,0.244,56,74,0.757,149,181,330,91,41,42,63,113,397,C,81,84
1631101,Shaedon Sharpe,2024-25,00,1610612757,POR,22.0,72,52,2252,499,1104,0.452,147,472,0.311,190,242,0.785,68,256,324,198,62,16,150,120,1335,SG,76,83
1642347,Jamal Shead,2024-25,00,1610612761,TOR,22.0,75,11,1467,204,504,0.405,72,223,0.323,53,69,0.768,30,85,115,316,58,10,117,158,533,PG,72,75
1641767,Ben Sheppard,2024-25,00,1610612754,IND,23.0,63,9,1230,120,287,0.418,68,199,0.342,24,27,0.889,44,133,177,85,38,14,22,125,332,SG,77,80
1642263,Reed Sheppard,2024-25,00,1610612745,HOU,21.0,52,3,654,84,239,0.351,48,142,0.338,13,16,0.813,16,62,78,75,35,17,37,53,229,PG,74,75
1627783,Pascal Siakam,2024-25,00,1610612754,IND,31.0,78,78,2548,613,1182,0.519,126,324,0.389,226,308,0.734,133,407,540,263,70,42,109,189,1578,PF,80,87
1627732,Ben Simmons,2024-25,00,1610612751,BKN,28.0,33,24,825,93,170,0.547,0,0,0.0,18,26,0.692,30,142,172,229,26,16,88,81,204,PF,81,84
1627732,Ben Simmons,2024-25,00,1610612746,LAC,28.0,18,0,295,23,53,0.434,0,0,0.0,6,7,0.857,17,52,69,56,12,7,14,26,52,PF,81,84
1627732,Ben Simmons,2024-25,00,0,TOT,28.0,51,24,1120,116,223,0.52,0,0,0.0,24,33,0.727,47,194,241,285,38,23,102,107,256,PF,81,84
1629014,Anfernee Simons,2024-25,00,1610612757,POR,26.0,70,70,2292,479,1125,0.426,215,593,0.363,175,194,0.902,25,164,189,337,60,5,143,117,1348,PG,74,81
1630579,Jericho Sims,2024-25,00,1610612752,NYK,26.0,39,5,422,28,46,0.609,0,0,0.0,8,13,0.615,51,78,129,22,8,10,21,46,64,C,82,87
1630579,Jericho Sims,2024-25,00,1610612749,MIL,26.0,14,0,210,17,25,0.68,0,0,0.0,0,0,0.0,20,48,68,11,2,9,12,19,34,C,82,87
1630579,Jericho Sims,2024-25,00,0,TOT,26.0,53,5,631,45,71,0.634,0,0,0.0,8,13,0.615,71,126,197,33,10,19,33,65,98,C,82,87
203935,Marcus Smart,2024-25,00,1610612763,MEM,31.0,19,6,400,53,148,0.358,29,90,0.322,30,36,0.833,14,29,43,71,23,6,35,31,165,PG,74,81
203935,Marcus Smart,2024-25,00,1610612764,WAS,31.0,15,1,280,48,109,0.44,20,51,0.392,24,35,0.686,4,25,29,38,16,3,19,22,140,PG,74,81
203935,Marcus Smart,2024-25,00,0,TOT,31.0,34,7,680,101,257,0.393,49,141,0.348,54,71,0.761,18,54,72,109,39,9,54,53,305,PG,74,81
1630188,Jalen Smith,2024-25,00,1610612741,CHI,25.0,64,2,962,190,408,0.466,72,222,0.324,72,89,0.809,89,268,357,65,17,44,37,95,524,PF,81,86
1641890,Tyler Smith,2024-25,00,1610612749,MIL,20.0,23,0,122,24,50,0.48,13,30,0.433,6,8,0.75,6,19,25,4,3,4,8,11,67,PF,81,85
1631095,Jabari Smith Jr.,2024-25,00,1610612745,HOU,22.0,57,39,1716,248,566,0.438,98,277,0.354,104,126,0.825,105,294,399,60,25,41,61,123,698,PF,82,85
1641733,Nick Smith Jr.,2024-25,00,1610612766,CHA,21.0,60,27,1369,222,568,0.391,104,306,0.34,43,46,0.935,13,115,128,145,17,6,82,79,591,SG,77,80
1631110,Jeremy Sochan,2024-25,00,1610612759,SAS,22.0,54,23,1364,251,469,0.535,28,91,0.308,87,125,0.696,127,225,352,128,45,27,84,131,617,PF,80,84
1642285,Cam Spencer,2024-25,00,1610612763,MEM,25.0,25,1,252,34,82,0.415,19,52,0.365,19,19,1.0,12,18,30,34,9,1,6,23,106,SG,75,77
1630531,Jaden Springer,2024-25,00,1610612738,BOS,22.0,26,0,141,12,34,0.353,6,19,0.316,15,21,0.714,4,20,24,10,12,1,4,17,45,SG,75,80
1630531,Jaden Springer,2024-25,00,1610612762,UTA,22.0,17,2,224,23,56,0.411,6,29,0.207,12,17,0.706,13,21,34,23,12,3,12,25,64,SG,75,80
1630531,Jaden Springer,2024-25,00,0,TOT,22.0,43,2,365,35,90,0.389,12,48,0.25,27,38,0.711,17,41,58,33,24,4,16,42,109,SG,75,80
1630205,Lamar Stevens,2024-25,00,1610612763,MEM,27.0,17,1,156,29,63,0.46,8,27,0.296,8,11,0.727,4,34,38,8,5,3,10,15,74,SF,78,81
1630191,Isaiah Stewart,2024-25,00,1610612765,DET,24.0,72,4,1434,176,315,0.559,17,53,0.321,66,87,0.759,130,269,399,123,28,101,68,183,435,C,79,88
1631124,Julian Strawther,2024-25,00,1610612743,DEN,23.0,65,4,1384,210,486,0.432,94,269,0.349,74,90,0.822,17,125,142,83,39,16,57,151,588,SF,78,81
1629622,Max Strus,2024-25,00,1610612739,CLE,29.0,50,37,1273,165,373,0.442,113,293,0.386,28,34,0.824,53,164,217,158,26,12,54,104,471,SG,77,80
1630591,Jalen Suggs,2024-25,00,1610612753,ORL,24.0,35,35,1002,197,481,0.41,76,242,0.314,97,110,0.882,23,118,141,129,51,33,102,98,567,PG,75,77
1631306,Cole Swider,2024-25,00,1610612765,DET,25.0,2,0,13,0,5,0.0,0,5,0.0,0,0,0.0,0,2,2,1,0,0,0,1,0,PF,81,83
1631306,Cole Swider,2024-25,00,1610612761,TOR,25.0,8,0,156,22,58,0.379,15,42,0.357,0,1,0.0,5,20,25,2,4,2,4,11,59,PF,81,83
1631306,Cole Swider,2024-25,00,0,TOT,25.0,10,0,170,22,63,0.349,15,47,0.319,0,1,0.0,5,22,27,3,4,2,4,12,59,PF,81,83
1630256,Jae'Sean Tate,2024-25,00,1610612745,HOU,29.0,52,2,588,70,148,0.473,16,46,0.348,32,47,0.681,50,67,117,47,26,7,22,82,188,PF,76,80
1628369,Jayson Tatum,2024-25,00,1610612738,BOS,27.0,72,72,2624,662,1465,0.452,250,728,0.343,358,440,0.814,48,575,623,431,76,38,209,157,1932,SF,79,83
1630678,Terry Taylor,2024-25,00,1610612758,SAC,25.0,3,0,6,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,2,0,0,0,0,0,PF,77,83
1631207,Dalen Terry,2024-25,00,1610612741,CHI,22.0,73,5,987,120,268,0.448,37,104,0.356,49,69,0.71,38,86,124,97,44,15,53,114,326,SG,78,84
1630560,Cam Thomas,2024-25,00,1610612751,BKN,23.0,25,23,781,199,454,0.438,68,195,0.349,133,151,0.881,15,68,83,94,15,2,62,44,599,SG,75,78
1641708,Amen Thompson,2024-25,00,1610612745,HOU,22.0,69,42,2225,388,697,0.557,25,91,0.275,169,247,0.684,192,372,564,265,97,89,138,167,970,SF,78,84
1641709,Ausar Thompson,2024-25,00,1610612765,DET,22.0,59,48,1328,246,460,0.535,11,49,0.224,91,142,0.641,111,192,303,134,98,40,80,164,594,SF,78,84
202691,Klay Thompson,2024-25,00,1610612742,DAL,35.0,72,72,1965,361,877,0.412,216,553,0.391,67,74,0.905,44,202,246,145,50,30,88,81,1005,SG,78,81
1630550,JT Thor,2024-25,00,1610612739,CLE,22.0,9,0,43,9,15,0.6,3,6,0.5,7,8,0.875,3,3,6,1,2,3,6,6,28,PF,81,87
1630550,JT Thor,2024-25,00,1610612764,WAS,22.0,11,0,207,16,44,0.364,3,15,0.2,8,14,0.571,17,25,42,5,6,6,3,11,43,PF,81,87
1630550,JT Thor,2024-25,00,0,TOT,22.0,20,0,249,25,59,0.424,6,21,0.286,15,22,0.682,20,28,48,6,8,9,9,17,71,PF,81,87
1629680,Matisse Thybulle,2024-25,00,1610612757,POR,28.0,15,5,312,42,88,0.477,21,48,0.438,7,15,0.467,14,38,52,28,33,9,13,14,112,SF,77,83
1630214,Xavier Tillman,2024-25,00,1610612738,BOS,26.0,33,2,231,13,53,0.245,5,32,0.156,3,4,0.75,10,33,43,7,11,5,14,18,34,PF,80,86
1630167,Obi Toppin,2024-25,00,1610612754,IND,27.0,79,4,1545,317,599,0.529,110,301,0.365,89,114,0.781,56,262,318,128,46,28,68,108,833,PF,81,86
1626157,Karl-Anthony Towns,2024-25,00,1610612752,NYK,29.0,72,72,2517,639,1215,0.526,142,338,0.42,339,409,0.829,212,708,920,222,71,50,192,249,1759,C,83,87
1629018,Gary Trent Jr.,2024-25,00,1610612749,MIL,26.0,74,9,1893,283,657,0.431,180,433,0.416,78,92,0.848,20,148,168,87,72,4,42,124,824,SG,76,82
1631131,Oscar Tshiebwe,2024-25,00,1610612762,UTA,25.0,14,1,255,42,70,0.6,0,0,0.0,23,31,0.742,46,76,122,9,13,1,10,24,107,C,79,87
200782,P.J. Tucker,2024-25,00,1610612752,NYK,40.0,3,1,58,3,7,0.429,3,6,0.5,0,0,0.0,4,4,8,0,1,1,1,8,9,PF,77,83
1626167,Myles Turner,2024-25,00,1610612754,IND,29.0,72,72,2174,390,811,0.481,156,394,0.396,184,238,0.773,90,381,471,111,54,144,123,183,1120,C,82,88
1642281,Jaylon Tyson,2024-25,00,1610612739,CLE,22.0,47,3,453,64,149,0.43,20,58,0.345,19,24,0.792,37,59,96,44,13,3,26,50,167,SG,78,81
202685,Jonas Valančiūnas,2024-25,00,1610612764,WAS,33.0,49,12,982,231,422,0.547,7,27,0.259,95,106,0.896,120,284,404,108,22,28,88,97,564,C,83,89
202685,Jonas Valančiūnas,2024-25,00,1610612758,SAC,33.0,32,9,541,114,205,0.556,1,10,0.1,50,59,0.847,70,153,223,56,15,18,32,84,279,C,83,89
202685,Jonas Valančiūnas,2024-25,00,0,TOT,33.0,81,21,1524,345,627,0.55,8,37,0.216,145,165,0.879,190,437,627,164,37,46,120,181,843,C,83,89
1627832,Fred VanVleet,2024-25,00,1610612745,HOU,31.0,60,60,2111,287,759,0.378,159,461,0.345,111,137,0.81,32,189,221,333,94,25,87,140,844,PG,72,74
1629020,Jarred Vanderbilt,2024-25,00,1610612747,LAL,26.0,36,2,581,59,121,0.488,9,32,0.281,20,36,0.556,68,114,182,41,35,10,29,67,147,PF,81,85
1630170,Devin Vassell,2024-25,00,1610612759,SAS,24.0,64,53,1983,394,889,0.443,158,429,0.368,95,120,0.792,34,221,255,183,84,33,88,108,1041,SG,77,82
202696,Nikola Vučević,2024-25,00,1610612741,CHI,34.0,73,72,2278,550,1038,0.53,129,321,0.402,120,149,0.805,178,557,735,256,61,52,119,163,1349,C,82,88
1629731,Dean Wade,2024-25,00,1610612739,CLE,28.0,59,30,1253,112,271,0.413,80,222,0.36,16,30,0.533,51,198,249,76,42,20,22,101,320,PF,81,82
1630532,Franz Wagner,2024-25,00,1610612753,ORL,23.0,60,60,2023,537,1161,0.463,104,352,0.295,271,311,0.871,56,286,342,284,75,21,138,147,1449,SF,81,84
1629021,Moritz Wagner,2024-25,00,1610612753,ORL,28.0,30,1,564,140,249,0.562,27,75,0.36,79,110,0.718,40,108,148,42,24,12,49,55,386,C,82,84
1631133,Jabari Walker,2024-25,00,1610612757,POR,22.0,60,1,749,118,229,0.515,28,72,0.389,49,71,0.69,59,152,211,37,33,6,34,87,313,PF,79,83
1641716,Jarace Walker,2024-25,00,1610612754,IND,21.0,75,5,1187,170,360,0.472,75,185,0.405,46,69,0.667,25,204,229,110,54,25,78,115,461,PF,79,86
1629022,Lonnie Walker IV,2024-25,00,1610612755,PHI,26.0,20,7,477,89,212,0.42,45,127,0.354,24,30,0.8,6,57,63,50,10,5,25,27,247,SG,76,82
1641717,Cason Wallace,2024-25,00,1610612760,OKC,21.0,68,43,1876,232,489,0.474,74,208,0.356,30,37,0.811,71,158,229,173,120,35,59,145,568,PG,74,80
1641775,Jordan Walsh,2024-25,00,1610612738,BOS,21.0,52,1,403,30,83,0.361,15,55,0.273,7,12,0.583,23,46,69,19,12,11,17,30,82,SF,78,85
1642266,Ja'Kobe Walter,2024-25,00,1610612761,TOR,20.0,52,18,1103,159,393,0.405,65,186,0.349,66,83,0.795,59,101,160,81,43,10,50,95,449,PG,76,82
1642276,Kel'el Ware,2024-25,00,1610612748,MIA,21.0,64,36,1422,257,464,0.554,35,111,0.315,46,67,0.687,116,357,473,60,39,71,57,111,595,C,84,89
1629023,P.J. Washington,2024-25,00,1610612742,DAL,26.0,57,56,1835,301,665,0.453,91,239,0.381,143,198,0.722,82,360,442,131,63,60,118,131,836,PF,79,86
1631102,TyTy Washington Jr.,2024-25,00,1610612756,PHX,23.0,16,0,118,14,45,0.311,4,21,0.19,3,6,0.5,4,9,13,16,3,0,3,4,35,PG,74,80
1630570,Trendon Watford,2024-25,00,1610612751,BKN,24.0,44,6,913,164,350,0.469,29,88,0.33,93,122,0.762,37,123,160,115,27,12,83,95,450,PF,80,86
1641817,Anton Watson,2024-25,00,1610612752,NYK,24.0,9,0,22,4,9,0.444,0,1,0.0,0,0,0.0,1,2,3,2,1,0,2,3,8,PF,79,84
1631212,Peyton Watson,2024-25,00,1610612743,DEN,22.0,68,18,1656,204,428,0.477,48,136,0.353,95,137,0.693,47,186,233,94,48,93,56,123,551,SF,79,84
1642377,Jaylen Wells,2024-25,00,1610612763,MEM,21.0,79,74,2044,287,676,0.425,138,392,0.352,111,135,0.822,87,181,268,135,44,8,69,146,823,SF,79,80
1641705,Victor Wembanyama,2024-25,00,1610612759,SAS,21.0,46,46,1527,408,857,0.476,142,403,0.352,158,189,0.836,82,424,506,168,52,176,149,105,1116,C,88,96
1631104,Blake Wesley,2024-25,00,1610612759,SAS,22.0,58,0,683,81,186,0.435,17,58,0.293,38,61,0.623,17,44,61,114,37,6,54,46,217,PG,75,81
201566,Russell Westbrook,2024-25,00,1610612743,DEN,36.0,75,36,2092,373,831,0.449,94,291,0.323,154,233,0.661,102,268,370,457,106,37,242,188,994,PG,74,80
1629632,Coby White,2024-25,00,1610612741,CHI,25.0,74,73,2450,508,1121,0.453,216,584,0.37,277,307,0.902,25,248,273,330,69,16,177,154,1509,PG,75,77
1628401,Derrick White,2024-25,00,1610612738,BOS,30.0,76,76,2574,424,959,0.442,265,691,0.384,135,161,0.839,67,274,341,361,72,80,131,138,1248,SG,75,79
1641727,Dariq Whitehead,2024-25,00,1610612751,BKN,20.0,20,0,246,39,96,0.406,33,74,0.446,3,5,0.6,4,25,29,12,6,1,15,22,114,SG,78,82
1641715,Cam Whitmore,2024-25,00,1610612745,HOU,20.0,51,3,827,179,403,0.444,65,183,0.355,54,72,0.75,36,115,151,49,31,13,46,44,477,SF,78,81
1630598,Aaron Wiggins,2024-25,00,1610612760,OKC,26.0,76,26,1744,355,728,0.488,130,339,0.383,74,89,0.831,81,214,295,134,60,18,69,101,914,SG,77,81
203952,Andrew Wiggins,2024-25,00,1610612744,GSW,30.0,43,43,1296,261,588,0.444,94,248,0.379,139,179,0.777,66,131,197,102,40,33,56,70,755,SF,79,82
203952,Andrew Wiggins,2024-25,00,1610612748,MIA,30.0,17,17,546,115,251,0.458,36,100,0.36,57,78,0.731,23,49,72,56,20,17,43,31,323,SF,79,82
203952,Andrew Wiggins,2024-25,00,0,TOT,30.0,60,60,1842,376,839,0.448,130,348,0.374,196,257,0.763,89,180,269,158,60,50,99,101,1078,SF,79,82
1642262,Cody Williams,2024-25,00,1610612762,UTA,20.0,50,21,1060,83,257,0.323,35,135,0.259,29,40,0.725,27,86,113,59,23,16,44,95,230,SF,79,85
1629684,Grant Williams,2024-25,00,1610612766,CHA,26.0,16,7,479,54,123,0.439,27,74,0.365,31,37,0.838,18,64,82,37,18,13,28,46,166,PF,78,82
1631114,Jalen Williams,2024-25,00,1610612760,OKC,24.0,69,69,2237,565,1168,0.484,124,340,0.365,236,299,0.789,59,310,369,354,111,46,150,158,1490,SG,76,86
1631119,Jaylin Williams,2024-25,00,1610612760,OKC,23.0,47,9,784,97,221,0.439,61,153,0.399,23,30,0.767,48,214,262,120,22,29,35,79,278,C,81,85
1629026,Kenrich Williams,2024-25,00,1610612760,OKC,30.0,69,7,1132,171,354,0.483,66,171,0.386,28,39,0.718,65,176,241,97,43,10,39,110,436,SF,78,79
1631109,Mark Williams,2024-25,00,1610612766,CHA,23.0,44,41,1171,270,447,0.604,0,4,0.0,131,163,0.804,132,315,447,109,32,54,71,105,671,C,84,90
1630172,Patrick Williams,2024-25,00,1610612741,CHI,23.0,63,36,1576,205,516,0.397,96,272,0.353,60,83,0.723,43,194,237,124,48,32,86,88,566,SF,79,83
1630533,Ziaire Williams,2024-25,00,1610612751,BKN,23.0,63,45,1541,214,520,0.412,103,302,0.341,101,123,0.821,61,226,287,84,62,28,67,149,632,SF,78,80
1629057,Robert Williams III,2024-25,00,1610612757,POR,27.0,20,3,351,50,78,0.641,1,3,0.333,15,17,0.882,35,83,118,21,13,33,17,31,116,C,80,89
1631246,Vince Williams Jr.,2024-25,00,1610612763,MEM,24.0,27,5,499,67,167,0.401,26,95,0.274,19,24,0.792,22,76,98,55,12,7,33,45,179,SG,76,83
1629627,Zion Williamson,2024-25,00,1610612740,NOP,24.0,30,30,857,288,508,0.567,3,13,0.231,158,241,0.656,76,140,216,159,37,27,90,82,737,PF,78,82
1630592,Jalen Wilson,2024-25,00,1610612751,BKN,24.0,79,22,2031,246,620,0.397,122,362,0.337,135,165,0.818,75,195,270,145,40,5,79,164,749,SF,78,81
1630164,James Wiseman,2024-25,00,1610612754,IND,24.0,1,0,5,2,4,0.5,0,1,0.0,2,2,1.0,0,1,1,0,0,0,0,0,6,C,84,89
1631209,Isaiah Wong,2024-25,00,1610612766,CHA,24.0,20,0,266,41,105,0.39,13,33,0.394,25,34,0.735,14,18,32,28,11,0,18,21,120,SG,75,79
1626153,Delon Wright,2024-25,00,1610612749,MIL,33.0,26,2,405,22,82,0.268,12,49,0.245,9,16,0.563,15,31,46,48,23,9,14,17,65,PG,76,79
1626153,Delon Wright,2024-25,00,1610612752,NYK,33.0,14,5,230,23,49,0.469,8,24,0.333,6,9,0.667,12,8,20,29,12,3,8,8,60,PG,76,79
1626153,Delon Wright,2024-25,00,0,TOT,33.0,40,7,635,45,131,0.344,20,73,0.274,15,25,0.6,27,39,66,77,35,12,22,25,125,PG,76,79
1627824,Guerschon Yabusele,2024-25,00,1610612755,PHI,29.0,70,43,1895,282,563,0.501,104,274,0.38,100,138,0.725,134,261,395,148,58,24,87,164,768,PF,80,85
